,problemId,titleKo,titles,isSolvable,acceptedUserCount,level,givesNoRating,averageTries,official,tags,Unnamed: 0,0
18,1018,체스판 다시 칠하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '체스판 다시 칠하기', 'isOriginal': True}]",TRUE,38691,7,FALSE,2.0258,TRUE,"bruteforcing,",18,1018
19,1019,책 페이지,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '책 페이지', 'isOriginal': True}]",TRUE,3707,15,FALSE,2.4098,TRUE,"math,",19,1019
20,1020,디지털 카운터,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '디지털 카운터', 'isOriginal': True}]",TRUE,457,19,FALSE,3.5492,TRUE,"dp,",20,1020
21,1021,회전하는 큐,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '회전하는 큐', 'isOriginal': True}]",TRUE,18572,8,FALSE,1.644,TRUE,"data_structures,deque,",21,1021
22,1022,소용돌이 예쁘게 출력하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '소용돌이 예쁘게 출력하기', 'isOriginal': True}]",TRUE,2801,13,FALSE,3.3902,TRUE,"implementation,math,",22,1022
23,1023,괄호 문자열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '괄호 문자열', 'isOriginal': True}]",TRUE,597,18,FALSE,2.8827,TRUE,"combinatorics,dp,math,",23,1023
24,1024,수열의 합,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '수열의 합', 'isOriginal': True}]",TRUE,4637,9,FALSE,3.5626,TRUE,"math,",24,1024
25,1025,제곱수 찾기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '제곱수 찾기', 'isOriginal': True}]",TRUE,1585,11,FALSE,3.036,TRUE,"bruteforcing,",25,1025
26,1026,보물,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '보물', 'isOriginal': True}]",TRUE,29256,7,FALSE,1.4687,TRUE,"greedy,math,sorting,",26,1026
27,1027,고층 건물,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '고층 건물', 'isOriginal': True}]",TRUE,2669,12,FALSE,2.2735,TRUE,"bruteforcing,geometry,math,",27,1027
28,1028,다이아몬드 광산,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '다이아몬드 광산', 'isOriginal': True}]",TRUE,1371,16,FALSE,4.0241,TRUE,"dp,prefix_sum,",28,1028
29,1029,그림 교환,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '그림 교환', 'isOriginal': True}]",TRUE,1037,15,FALSE,3.6162,TRUE,"bitmask,dp,dp_bitfield,",29,1029
30,1030,프렉탈 평면,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '프렉탈 평면', 'isOriginal': True}]",TRUE,774,13,FALSE,2.2067,TRUE,"divide_and_conquer,implementation,recursion,",30,1030
31,1031,스타 대결,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '스타 대결', 'isOriginal': True}]",TRUE,440,21,FALSE,4.125,TRUE,"flow,",31,1031
32,1032,명령 프롬프트,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '명령 프롬프트', 'isOriginal': True}]",TRUE,15250,5,FALSE,1.7517,TRUE,"implementation,string,",32,1032
33,1033,칵테일,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '칵테일', 'isOriginal': True}]",TRUE,928,14,FALSE,3.1056,TRUE,"euclidean,graphs,graph_traversal,math,number_theory,",33,1033
34,1034,램프,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '램프', 'isOriginal': True}]",TRUE,1599,12,FALSE,2.4321,TRUE,"ad_hoc,bruteforcing,",34,1034
35,1035,조각 움직이기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '조각 움직이기', 'isOriginal': True}]",TRUE,485,15,FALSE,2.3093,TRUE,"bfs,bitmask,bruteforcing,graphs,graph_traversal,",35,1035
36,1036,36진수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '36진수', 'isOriginal': True}]",TRUE,829,15,FALSE,4.2883,TRUE,"arbitrary_precision,greedy,implementation,math,string,",36,1036
37,1037,약수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '약수', 'isOriginal': True}]",TRUE,27760,5,FALSE,1.7991,TRUE,"math,number_theory,",37,1037
38,1038,감소하는 수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '감소하는 수', 'isOriginal': True}]",TRUE,6080,11,FALSE,2.9707,TRUE,"backtracking,bruteforcing,",38,1038
39,1039,교환,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '교환', 'isOriginal': True}]",TRUE,2692,14,FALSE,4.4588,TRUE,"bfs,graphs,graph_traversal,",39,1039
40,1040,정수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '정수', 'isOriginal': True}]",TRUE,311,19,FALSE,4.1833,TRUE,"bitmask,dp,dp_bitfield,greedy,",40,1040
41,1041,주사위,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '주사위', 'isOriginal': True}]",TRUE,3750,11,FALSE,3.6629,TRUE,"greedy,math,",41,1041
42,1042,움,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '움', 'isOriginal': True}]",TRUE,99,20,FALSE,2.8687,TRUE,"dp,string,",42,1042
43,1043,거짓말,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '거짓말', 'isOriginal': True}]",TRUE,7794,12,FALSE,2.2392,TRUE,"data_structures,disjoint_set,graphs,graph_traversal,",43,1043
44,1044,팀 선발,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '팀 선발', 'isOriginal': True}]",TRUE,227,18,FALSE,5.837,TRUE,"bitmask,mitm,",44,1044
45,1045,도로,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '도로', 'isOriginal': True}]",TRUE,300,15,FALSE,3.68,TRUE,"graphs,greedy,mst,",45,1045
46,1046,그림자,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '그림자', 'isOriginal': True}]",TRUE,67,23,FALSE,3.6716,TRUE,"geometry,implementation,line_intersection,sweeping,",46,1046
47,1047,울타리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '울타리', 'isOriginal': True}]",TRUE,194,16,FALSE,3.3969,TRUE,"bruteforcing,greedy,",47,1047
48,1048,유니콘,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '유니콘', 'isOriginal': True}]",TRUE,167,17,FALSE,3.0659,TRUE,"dp,prefix_sum,",48,1048
49,1049,기타줄,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '기타줄', 'isOriginal': True}]",TRUE,8538,7,FALSE,2.565,TRUE,"greedy,math,",49,1049
50,1050,물약,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '물약', 'isOriginal': True}]",TRUE,189,16,FALSE,8.1799,TRUE,"graphs,parsing,string,",50,1050
51,1051,숫자 정사각형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '숫자 정사각형', 'isOriginal': True}]",TRUE,6806,8,FALSE,2.3008,TRUE,"bruteforcing,implementation,",51,1051
52,1052,물병,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '물병', 'isOriginal': True}]",TRUE,3310,10,FALSE,2.5755,TRUE,"bitmask,greedy,math,",52,1052
53,1053,팰린드롬 공장,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '팰린드롬 공장', 'isOriginal': True}]",TRUE,381,15,FALSE,2.6824,TRUE,"bruteforcing,dp,",53,1053
54,1054,팰린드롬 문장,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '팰린드롬 문장', 'isOriginal': True}]",TRUE,68,22,FALSE,3.6176,TRUE,"bitmask,dp,dp_bitfield,string,",54,1054
55,1055,끝이없음,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '끝이없음', 'isOriginal': True}]",TRUE,137,18,FALSE,4.7518,TRUE,"implementation,recursion,simulation,",55,1055
56,1056,수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '수', 'isOriginal': True}]",TRUE,128,19,FALSE,4.7813,TRUE,"arbitrary_precision,binary_search,dp,",56,1056
57,1057,토너먼트,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '토너먼트', 'isOriginal': True}]",TRUE,8898,7,FALSE,1.7523,TRUE,"bruteforcing,math,",57,1057
58,1058,친구,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '친구', 'isOriginal': True}]",TRUE,3427,9,FALSE,2.2048,TRUE,"bruteforcing,floyd_warshall,graphs,graph_traversal,",58,1058
59,1059,좋은 구간,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '좋은 구간', 'isOriginal': True}]",TRUE,3508,7,FALSE,3.5952,TRUE,"bruteforcing,math,sorting,",59,1059
60,1060,좋은 수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '좋은 수', 'isOriginal': True}]",TRUE,185,15,FALSE,4.8216,TRUE,"data_structures,math,priority_queue,sorting,",60,1060
61,1061,삼각형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '삼각형', 'isOriginal': True}]",TRUE,43,20,FALSE,7.3256,TRUE,"convex_hull,geometry,",61,1061
62,1062,가르침,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '가르침', 'isOriginal': True}]",TRUE,6999,12,FALSE,3.9584,TRUE,"backtracking,bitmask,bruteforcing,",62,1062
63,1063,킹,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '킹', 'isOriginal': True}]",TRUE,4081,8,FALSE,2.5136,TRUE,"implementation,simulation,",63,1063
64,1064,평행사변형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '평행사변형', 'isOriginal': True}]",TRUE,2061,7,FALSE,3.2135,TRUE,"geometry,math,pythagoras,",64,1064
65,1065,한수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '한수', 'isOriginal': True}]",TRUE,65618,7,FALSE,1.8505,TRUE,"bruteforcing,",65,1065
66,1066,에이한수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '에이한수', 'isOriginal': True}]",TRUE,68,19,FALSE,1.4412,TRUE,"dp,greedy,",66,1066
67,1067,이동,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이동', 'isOriginal': True}]",TRUE,1051,20,FALSE,1.8554,TRUE,"fft,math,",67,1067
68,1068,트리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '트리', 'isOriginal': True}]",TRUE,10219,11,FALSE,3.5356,TRUE,"dfs,graphs,graph_traversal,trees,",68,1068
69,1069,집으로,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '집으로', 'isOriginal': True}]",TRUE,1058,13,FALSE,3.3592,TRUE,"ad_hoc,case_work,geometry,",69,1069
70,1070,김지민의 침략,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '김지민의 침략', 'isOriginal': True}]",TRUE,67,20,FALSE,3.3881,TRUE,"flow,graphs,mfmc,",70,1070
71,1071,소트,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '소트', 'isOriginal': True}]",TRUE,794,16,FALSE,3.3741,TRUE,"greedy,",71,1071
72,1072,게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '게임', 'isOriginal': True}]",TRUE,6649,8,FALSE,4.2072,TRUE,"binary_search,math,",72,1072
73,1073,도미노,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '도미노', 'isOriginal': True}]",TRUE,142,18,FALSE,1.7887,TRUE,"eulerian_path,graphs,math,",73,1073
74,1074,Z,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Z', 'isOriginal': True}]",TRUE,19409,10,FALSE,2.4834,TRUE,"divide_and_conquer,recursion,",74,1074
75,1075,나누기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '나누기', 'isOriginal': True}]",TRUE,9721,4,FALSE,1.7566,TRUE,"bruteforcing,math,",75,1075
76,1076,저항,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '저항', 'isOriginal': True}]",TRUE,10931,4,FALSE,2.1935,TRUE,"implementation,",76,1076
77,1077,넓이,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '넓이', 'isOriginal': True}]",TRUE,108,20,FALSE,4.8148,TRUE,"convex_hull,geometry,line_intersection,point_in_convex_polygon,polygon_area,",77,1077
78,1078,뒤집음,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '뒤집음', 'isOriginal': True}]",TRUE,99,20,FALSE,6.7576,TRUE,"bruteforcing,math,",78,1078
79,1079,마피아,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '마피아', 'isOriginal': True}]",TRUE,523,14,FALSE,4.8394,TRUE,"bruteforcing,",79,1079
80,1080,행렬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '행렬', 'isOriginal': True}]",TRUE,6668,10,FALSE,2.3904,TRUE,"greedy,",80,1080
81,1081,합,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '합', 'isOriginal': True}]",TRUE,777,15,FALSE,2.4569,TRUE,"math,",81,1081
82,1082,방 번호,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '방 번호', 'isOriginal': True}]",TRUE,1089,13,FALSE,3.2801,TRUE,"dp,greedy,",82,1082
83,1083,소트,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '소트', 'isOriginal': True}]",TRUE,1569,11,FALSE,3.6182,TRUE,"greedy,sorting,",83,1083
84,1084,방 번호 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '방 번호 2', 'isOriginal': True}]",TRUE,64,19,FALSE,7.4844,TRUE,"greedy,implementation,",84,1084
85,1085,직사각형에서 탈출,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '직사각형에서 탈출', 'isOriginal': True}]",TRUE,46903,3,FALSE,1.5495,TRUE,"geometry,math,",85,1085
86,1086,박성원,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '박성원', 'isOriginal': True}]",TRUE,1629,16,FALSE,3.9325,TRUE,"bitmask,dp,dp_bitfield,",86,1086
87,1087,쥐 잡기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '쥐 잡기', 'isOriginal': True}]",TRUE,242,17,FALSE,4.4711,TRUE,"ternary_search,",87,1087
88,1088,케이크,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '케이크', 'isOriginal': True}]",TRUE,157,19,FALSE,2.9108,TRUE,"greedy,",88,1088
89,1089,스타트링크 타워,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '스타트링크 타워', 'isOriginal': True}]",TRUE,623,12,FALSE,3.6645,TRUE,"implementation,math,probability,",89,1089
90,1090,체커,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '체커', 'isOriginal': True}]",TRUE,180,17,FALSE,2.4,TRUE,"bruteforcing,",90,1090
91,1091,카드 섞기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '카드 섞기', 'isOriginal': True}]",TRUE,682,12,FALSE,2.1979,TRUE,"implementation,simulation,",91,1091
92,1092,배,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '배', 'isOriginal': True}]",TRUE,4049,11,FALSE,4.1766,TRUE,"greedy,sorting,",92,1092
93,1093,스티커 수집,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '스티커 수집', 'isOriginal': True}]",TRUE,118,18,FALSE,4.8136,TRUE,"binary_search,bruteforcing,mitm,",93,1093
94,1094,막대기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '막대기', 'isOriginal': True}]",TRUE,16711,6,FALSE,1.3316,TRUE,"bitmask,math,",94,1094
95,1095,마법의 구슬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '마법의 구슬', 'isOriginal': True}]",TRUE,146,16,FALSE,5.8699,TRUE,"math,number_theory,primality_test,sieve,",95,1095
96,1096,종이 접기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '종이 접기', 'isOriginal': True}]",TRUE,61,18,FALSE,3.3279,TRUE,"bruteforcing,",96,1096
97,1097,마법의 문자열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '마법의 문자열', 'isOriginal': True}]",TRUE,273,16,FALSE,2.1795,TRUE,"bruteforcing,kmp,string,",97,1097
98,1098,쌍둥이 마을,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '쌍둥이 마을', 'isOriginal': True}]",TRUE,38,19,FALSE,5.8158,TRUE,"bitmask,dp,dp_bitfield,",98,1098
99,1099,알 수 없는 문장,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '알 수 없는 문장', 'isOriginal': True}]",TRUE,464,13,FALSE,3.0388,TRUE,"dp,",99,1099
100,1100,하얀 칸,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '하얀 칸', 'isOriginal': True}]",TRUE,14620,4,FALSE,1.3999,TRUE,"implementation,string,",100,1100
101,1101,카드 정리 1,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '카드 정리 1', 'isOriginal': True}]",TRUE,119,12,FALSE,2.916,TRUE,"bruteforcing,greedy,",101,1101
102,1102,발전소,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '발전소', 'isOriginal': True}]",TRUE,2160,16,FALSE,3.9597,TRUE,"bitmask,dp,dp_bitfield,",102,1102
103,1103,게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '게임', 'isOriginal': True}]",TRUE,2924,14,FALSE,4.751,TRUE,"dfs,dp,graphs,graph_traversal,",103,1103
104,1104,패턴,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '패턴', 'isOriginal': True}]",TRUE,36,18,FALSE,7.2222,TRUE,"case_work,implementation,string,",104,1104
105,1105,팔,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '팔', 'isOriginal': True}]",TRUE,2228,10,FALSE,3.1562,TRUE,"greedy,math,",105,1105
106,1106,호텔,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '호텔', 'isOriginal': True}]",TRUE,2227,11,FALSE,2.8833,TRUE,"dp,knapsack,",106,1106
107,1107,리모컨,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '리모컨', 'isOriginal': True}]",TRUE,16013,11,FALSE,4.3557,TRUE,"bruteforcing,",107,1107
108,1108,검색 엔진,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '검색 엔진', 'isOriginal': True}]",TRUE,245,18,FALSE,5.2163,TRUE,"data_structures,graphs,hash_set,scc,topological_sorting,",108,1108
109,1109,섬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '섬', 'isOriginal': True}]",TRUE,148,18,FALSE,4.3243,TRUE,"bfs,dfs,graphs,graph_traversal,implementation,",109,1109
110,1110,더하기 사이클,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '더하기 사이클', 'isOriginal': True}]",TRUE,97005,5,FALSE,2.1418,TRUE,"implementation,math,",110,1110
111,1111,IQ Test,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'IQ Test', 'isOriginal': True}]",TRUE,1687,13,FALSE,5.1292,TRUE,"bruteforcing,case_work,implementation,math,",111,1111
112,1112,진법 변환,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '진법 변환', 'isOriginal': True}]",TRUE,281,14,FALSE,2.3488,TRUE,"implementation,math,number_theory,",112,1112
113,1113,수영장 만들기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '수영장 만들기', 'isOriginal': True}]",TRUE,1057,15,FALSE,2.7483,TRUE,"bfs,graphs,graph_traversal,implementation,simulation,",113,1113
114,1114,통나무 자르기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '통나무 자르기', 'isOriginal': True}]",TRUE,664,15,FALSE,4.6898,TRUE,"binary_search,greedy,parametric_search,",114,1114
115,1115,순열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '순열', 'isOriginal': True}]",TRUE,159,15,FALSE,2.1006,TRUE,"graphs,",115,1115
116,1116,순열 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '순열 2', 'isOriginal': True}]",TRUE,37,19,FALSE,3.7027,TRUE,"graphs,greedy,",116,1116
117,1117,색칠 1,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '색칠 1', 'isOriginal': True}]",TRUE,339,11,FALSE,3.2832,TRUE,"implementation,math,",117,1117
118,1118,색칠 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '색칠 2', 'isOriginal': True}]",TRUE,13,19,FALSE,1.6923,TRUE,"geometry,implementation,sorting,sweeping,",118,1118
119,1119,그래프,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '그래프', 'isOriginal': True}]",TRUE,68,14,FALSE,4.5882,TRUE,"dfs,graphs,graph_traversal,",119,1119
120,1120,문자열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '문자열', 'isOriginal': True}]",TRUE,8547,7,FALSE,1.7525,TRUE,"bruteforcing,string,",120,1120
121,1121,도형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '도형', 'isOriginal': True}]",TRUE,90,18,FALSE,4.0222,TRUE,"dp,knapsack,math,",121,1121
122,1122,뒤집기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '뒤집기', 'isOriginal': True}]",TRUE,66,17,FALSE,5.7121,TRUE,"bfs,case_work,graphs,graph_traversal,math,",122,1122
123,1123,셔플,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '셔플', 'isOriginal': True}]",TRUE,22,22,FALSE,3.4091,TRUE,"exponentiation_by_squaring,math,",123,1123
124,1124,언더프라임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '언더프라임', 'isOriginal': True}]",TRUE,1365,10,FALSE,2.5121,TRUE,"math,number_theory,primality_test,sieve,",124,1124
125,1125,바닥 장식,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '바닥 장식', 'isOriginal': True}]",TRUE,27,17,FALSE,7.1481,TRUE,"case_work,greedy,math,",125,1125
126,1126,같은 탑,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '같은 탑', 'isOriginal': True}]",TRUE,1499,18,FALSE,3.8372,TRUE,"dp,",126,1126
127,1127,떡국,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '떡국', 'isOriginal': True}]",TRUE,47,22,FALSE,1.8511,TRUE,"flow,mfmc,",127,1127
128,1128,피보나치 냅색,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '피보나치 냅색', 'isOriginal': True}]",TRUE,81,20,FALSE,5.963,TRUE,"math,",128,1128
129,1129,키,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '키', 'isOriginal': True}]",TRUE,53,18,FALSE,2.9057,TRUE,"greedy,sorting,",129,1129
130,1130,종이 레이싱,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '종이 레이싱', 'isOriginal': True}]",TRUE,8,21,FALSE,6.875,TRUE,"bfs,geometry,graphs,graph_traversal,line_intersection,",130,1130
131,1131,숫자,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '숫자', 'isOriginal': True}]",TRUE,162,16,FALSE,3.1111,TRUE,"dfs,dp,graphs,graph_traversal,",131,1131
132,1132,합,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '합', 'isOriginal': True}]",TRUE,923,13,FALSE,3.1452,TRUE,"greedy,",132,1132
133,1133,반복되지 않는 단어,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '반복되지 않는 단어', 'isOriginal': True}]",TRUE,38,16,FALSE,2.4211,TRUE,"backtracking,recursion,",133,1133
134,1134,식,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '식', 'isOriginal': True}]",TRUE,26,21,FALSE,6.7692,TRUE,"bruteforcing,dp,implementation,",134,1134
